characteristics_id,category,subcategory,subsubcategory,pearson_r,pearson_p,spearman_rho,spearman_p,n,significant,full_name,short_name
1434,Total - Private households by number of persons per room - 25% sample data,,,,,,,342,False,Total - Private households by number of persons per room - 25% sample data,Total - Private households by number of persons per room - 25% sample data
1435,Total - Private households by number of persons per room - 25% sample data,One person or fewer per room,,-0.4062,0.0,-0.428,0.0,342,True,Total - Private households by number of persons per room - 25% sample data → One person or fewer per room,One person or fewer per room
1436,Total - Private households by number of persons per room - 25% sample data,More than one person per room,,0.4059,0.0,0.4269,0.0,342,True,Total - Private households by number of persons per room - 25% sample data → More than one person per room,More than one person per room
1437,Total - Private households by housing suitability - 25% sample data,,,,,,,342,False,Total - Private households by housing suitability - 25% sample data,Total - Private households by housing suitability - 25% sample data
1438,Total - Private households by housing suitability - 25% sample data,Suitable,,-0.4048,0.0,-0.4157,0.0,342,True,Total - Private households by housing suitability - 25% sample data → Suitable,Suitable
1439,Total - Private households by housing suitability - 25% sample data,Not suitable,,0.4052,0.0,0.4152,0.0,342,True,Total - Private households by housing suitability - 25% sample data → Not suitable,Not suitable
144,Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data,Average employment income in 2020 for full-year full-time workers in 2020 ($),-0.1034,0.056166,-0.0759,0.161245,342,False,Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data → Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data → Average employment income in 2020 for full-year full-time workers in 2020 ($),Average employment income in 2020 for full-year full-time workers in 2020 ($)
1440,Total - Occupied private dwellings by period of construction - 25% sample data,,,,,,,342,False,Total - Occupied private dwellings by period of construction - 25% sample data,Total - Occupied private dwellings by period of construction - 25% sample data
1441,Total - Occupied private dwellings by period of construction - 25% sample data,1960 or before,,-0.1309,0.015418,-0.1875,0.000491,342,True,Total - Occupied private dwellings by period of construction - 25% sample data → 1960 or before,1960 or before
1442,Total - Occupied private dwellings by period of construction - 25% sample data,1961 to 1980,,-0.0761,0.160292,-0.0483,0.372813,342,False,Total - Occupied private dwellings by period of construction - 25% sample data → 1961 to 1980,1961 to 1980
1443,Total - Occupied private dwellings by period of construction - 25% sample data,1981 to 1990,,0.0035,0.947944,-0.0161,0.766784,342,False,Total - Occupied private dwellings by period of construction - 25% sample data → 1981 to 1990,1981 to 1990
1444,Total - Occupied private dwellings by period of construction - 25% sample data,1991 to 2000,,0.1556,0.003926,0.144,0.007662,342,True,Total - Occupied private dwellings by period of construction - 25% sample data → 1991 to 2000,1991 to 2000
1445,Total - Occupied private dwellings by period of construction - 25% sample data,2001 to 2005,,0.173,0.001316,0.1228,0.023167,342,True,Total - Occupied private dwellings by period of construction - 25% sample data → 2001 to 2005,2001 to 2005
1446,Total - Occupied private dwellings by period of construction - 25% sample data,2006 to 2010,,0.1039,0.054859,0.063,0.24491,342,False,Total - Occupied private dwellings by period of construction - 25% sample data → 2006 to 2010,2006 to 2010
1447,Total - Occupied private dwellings by period of construction - 25% sample data,2011 to 2015,,0.0864,0.110588,0.0436,0.421024,342,False,Total - Occupied private dwellings by period of construction - 25% sample data → 2011 to 2015,2011 to 2015
1448,Total - Occupied private dwellings by period of construction - 25% sample data,2016 to 2021,,0.0334,0.53855,-0.0205,0.705543,342,False,Total - Occupied private dwellings by period of construction - 25% sample data → 2016 to 2021,2016 to 2021
1449,Total - Occupied private dwellings by dwelling condition - 25% sample data,,,,,,,342,False,Total - Occupied private dwellings by dwelling condition - 25% sample data,Total - Occupied private dwellings by dwelling condition - 25% sample data
